1, -25
2, -27
3, -24
4, -23
5, -22
6, -22
7, -22
8, -22
9, -22
10, -22
11, -22
12, -19
13, -19
14, -19
15, -19
16, -19
17, -19
18, -19
19, -19
20, -19
21, -15
22, -15
23, -15
24, -15
25, -15
26, -15
27, -15
28, -15
29, -14
30, -14
31, -14
32, -14
33, -14
34, -14
35, -14
36, -14
37, -14
38, -14
39, -14
40, -14
41, -14
42, -14
43, -14
44, -14
45, -12
46, -12
47, -12
48, -12
49, -12
50, -12
51, -12
52, -12
53, -12
54, -12
55, -12
56, -12
57, -12
58, -12
59, -12
60, -12
61, -12
62, -12
63, -12
64, -12
65, -12
66, -12
67, -12
68, -12
69, -12
70, -12
71, -12
72, -12
73, -12
74, -12
75, -12
76, -12
77, -12
78, -12
79, -12
80, -12
81, -12
82, -12
83, -12
84, -12
85, -12
86, -12
87, -12
88, -12
89, -12
90, -12
91, -12
92, -12
93, -12
94, -12
95, -12
96, -12
97, -12
98, -12
99, -12
100, -9
101, -9
102, -9
103, -9
104, -9
105, -9
106, -9
107, -9
108, -9
109, -9
110, -9
111, -9
112, -9
113, -9
114, -9
115, -9
116, -9
117, -9
118, -9
119, -9
120, -8
121, -8
122, -8
123, -8
124, -8
125, -6
126, -6
127, -5
128, -5
129, -5
130, -5
131, -5
132, -5
133, -5
134, -5
135, -5
136, -5
137, -5
138, -5
139, -5
140, -5
141, -5
142, -5
143, -5
144, -5
145, -5
146, -5
147, -5
148, -5
149, -5
150, -5
151, -5
152, -5
153, -5
154, -3
155, -3
156, -3
157, -3
158, -3
159, -3
160, -3
161, -3
162, -3
163, -3
164, -3
165, -3
166, -3
167, -3
168, -3
169, -3
170, -3
171, -3
172, -3
173, -3
174, -3
175, -3
176, -3
177, -3
178, -3
179, -3
180, -3
181, -3
182, -3
183, -3
184, -3
185, -3
186, -3
187, -3
188, -3
189, -3
190, -3
191, -3
192, -3
193, -3
194, -3
195, -3
196, -3
197, -3
198, -3
199, -3
200, -3
201, -3
202, -3
203, -3
204, -3
205, -3
206, -3
207, -3
208, -3
209, -3
210, -3
211, -3
212, -3
213, -3
214, -3
215, -3
216, -3
217, -3
218, -3
219, -3
220, -3
221, -3
222, -3
223, -3
224, -3
225, -3
226, -3
227, -3
228, -3
229, -3
230, -3
231, -3
232, -3
233, -3
234, -3
235, -3
236, -3
237, -3
238, -3
239, -3
240, -3
241, -3
242, -3
243, -3
244, -3
245, -3
246, -3
247, -3
248, -3
249, -3
250, -3
251, -3
252, -3
253, -3
254, -3
255, -3
256, -3
257, -3
258, -3
259, -3
260, -3
261, -3
262, -3
263, -3
264, -3
265, -3
266, -3
267, -3
268, -3
269, -3
270, -3
271, -3
272, -3
273, -3
274, -3
275, -3
276, -3
277, -3
278, -3
279, -3
280, -3
281, -3
282, -3
283, -3
284, -3
285, -3
286, -3
287, -3
288, -3
289, -3
290, -3
291, -3
292, -3
293, -3
294, -3
295, -3
296, -3
297, -3
298, -3
299, -3
300, -3
301, -3
302, -3
303, -3
304, -3
305, -3
306, -3
307, -3
308, -3
309, -3
310, -3
311, -3
312, -3
313, -3
314, -3
315, -3
316, -3
317, -3
318, -3
319, -3
320, -3
321, -3
322, -3
323, -3
324, -3
325, -3
326, -3
327, -3
328, -3
329, -3
330, -3
331, -3
332, -2
333, -2
334, -2
335, -2
336, -2
337, -2
338, -2
339, -2
340, -2
341, -2
342, -2
343, -2
344, -2
345, -2
346, -2
347, -2
348, -2
349, -2
350, -2
351, -2
352, -2
353, -2
354, -2
355, -2
356, -2
357, -2
358, -2
359, -2
360, -2
361, -2
362, -2
363, -2
364, -2
365, -2
366, -2
367, -2
368, -2
369, -2
370, -2
371, -2
372, -2
373, -2
374, -2
375, -2
376, -2
377, -2
378, -2
379, -2
380, -2
381, -2
382, -2
383, -2
384, -2
385, -2
386, -2
387, -2
388, -2
389, -2
390, -2
391, -2
392, -2
393, -2
